LEAR_ID	AGENCY_NAME	ADDRESS1	CITY	AGENCY_STATE	ZIP	COUNTY	FIPS	ORI9	SAMPTYPE	STRATA	Q_8	Q_8_IMPUTED	Q_10A	Q_10A_IMPUTED	Q_10B	Q_10C	Q_10D	Q_10D_OTHER	Q10D_UPCODE	Q_10E	Q_10F	Q_10G	Q_10H	ANY_TYPE	ANY_Q10_OTHER	Q_11_M	Q_11_Y	Q_12	Q_12_ESTACT	Q_13	Q14M1	Q14M2	Q14M3	Q14M4	Q14M5	Q14M6	Q14M7	Q14M8	Q14M9	Q14M10	Q14M11	Q14M12	Q14M13	Q_14_OTHER	Q14_UPCODE	Q14M14	Q_15	Q_15_NUMBER	Q16M1	Q16M2	Q16M3	Q16M4	Q16M5	Q16M6	Q16M7	Q16M8	Q16M9	Q16M10	Q16M11	Q16M12	Q16M13	Q16M14	Q16M15	Q16M16	Q_16_OTHER	Q16_UPCODE	Q16M17	Q_17	Q_17_OTHER	Q17_UPCODE	Q_18	Q_19	Q_20	Q_21	Q22M1	Q22M2	Q22M3	Q22M4	Q22M5	Q22M6	Q22M7	Q22M8	Q22M9	Q22M10	Q22M11	Q_22_OTHER	Q22_UPCODE	Q22_ANY	Q22M12	Q_23	Q_24	Q_24_OTHER	Q24_UPCODE	Q25M1	Q25M2	Q25M3	Q25M4	Q25M5	Q25M6	Q25M7	Q_25_OTHER	Q25_UPCODE	Q25M8	Q_26A	Q_26B	Q_26C	Q_26D	Q_26E	Q_26F	Q_27	Q_28	Q_29	Q_30	Q_31	Q_32	Q_33	Q_34	Q_35	Q_36	Q_37	Q_38	Q_39	Q_40	Q_41	Q_42	Q_43	Q_44	Q_45	Q_46	Q_47	Q_48	Q_49	Q_50	Q_50_OTHER	Q50_UPCODE	Q51M1	Q51M2	Q51M3	Q51M4	Q51M5	Q51M6	Q_51_NUMBER	Q51M7	Q51M8	Q51M9	Q51M10	Q51M11	Q51M12	Q_51_OTHER	Q51_UPCODE	Q51M13	Q_52A	Q_52B	Q_52C	Q_52D	Q_52E	Q_52F	Q_52G	Q_52H	Q_53	Q54M1	Q54M2	Q54M3	Q54M4	Q54M5	Q54M6	Q54M7	Q54M8	Q54M9	Q54M10	Q54M11	Q54M12	Q_54_OTHER	Q54_UPCODE	Q54M13	Q54M14	Q_55	Q_56	Q_57	Q58M1	Q58M2	Q58M3	Q58M4	Q58M5	Q58M6	Q58M7	Q_58_OTHER	Q58_UPCODE	Q58M8	Q59M1	Q59M2	Q59M3	Q59M4	Q59M5	Q59M6	Q59M7	Q59M8	Q59M9	Q59M10	Q59M11	Q59M12	Q_59_OTHER	Q59_UPCODE	Q59_NONE	Q59_TOO_SOON	Q59M13	Q_60	Q_60_OTHER	Q60_UPCODE	Q61M1	Q61M2	Q61M3	Q61M4	Q61M5	Q61M6	Q61M7	Q61M8	Q61M9	Q61M10	Q61M11	Q61M12	Q61M13	Q61M14	Q_61_OTHER	Q61_UPCODE	Q61_INPROCESS	Q61M15	Q62M1	Q62M2	Q62M3	Q62M4	Q62M5	Q62M6	Q62M7	Q62M8	Q62M9	Q62M10	Q62M11	Q_62_OTHER	Q62_UPCODE	Q62_INPROCESS	Q62_NONE	Q62M12	Q_63	Q_64	Q_65	Q_66	Q_67	Q_68	Q_69	Q_70	Q_71	Q_72A	Q_72B	Q_72C	Q_72D	Q_72E	Q_72F	FINALWEIGHT
437949	OAKLEY POLICE DEPARTMENT	3231 MAIN ST	OAKLEY	CA	94561	CONTRA COSTA	6013	 	3	103	29	0	2	0	2	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	1	0	0	0	0	0	 	-88	-88	0	0	0	1	1	0	0	0	0	0	0	0	 	1	0	0	0	2	77	1	1	2	1	0	0	0	0	0	0	0	0	0	4.3705722070844
439061	SURFSIDE BEACH POLICE DEPARTMENT	811 PINE DR	SURFSIDE BEACH	SC	29575	 	45051	 	3	104	21	0	1	0	1	2	-9	 	-9	-9	-9	-9	-9	1	-9	4	2015	27	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	 	-88	0	4	 	-88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	-88	-88	0	1	7	depends on incident type	2	1	0	1	0	1	0	1	pursuit narcotics domestics	2	0	1	1	2	1	1	2	1	1	-9	1	4	1	4	1	4	-88	-8	1	4	1	4	1	4	1	4	1	4	-88	-8	2	 	-88	1	0	1	1	0	0	 	0	1	0	1	0	0	 	-88	0	2	2	4	4	4	77	3	3	1	1	1	1	0	0	1	1	0	1	1	0	0	 	-88	0	0	3	3	1	0	0	0	0	0	0	1	state statute did not allow and/or require release	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	5	0	0	0	0	0	0	0	0	4.6184971098267
629954	ALASKA STATE TROOPERS	5700 E TUDOR RD	ANCHORAGE	AK	99507	ANCHORAGE MUNICIPALITY	2020	AKASP0000	5	301	282	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	0	0	0	1	0	 	-88	-88	0	0	0	0	1	0	0	0	0	0	0	0	 	1	0	0	0	4	-8	2	4	1	1	106	8	13	3	10	0	0	0	0	1.1610000000026
629957	ANCHORAGE POLICE DEPARTMENT	4501 ELMORE RD	ANCHORAGE	AK	99507	ANCHORAGE	2020	AK0010100	3	101	400	0	2	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	1	0	0	0	0	 	-88	-88	0	0	0	0	1	1	0	0	0	0	0	0	 	-88	-88	-88	0	4	-8	1	2	1	1	269	-9	15	6	6	1	2	0	0	1.0868824531516
629975	KETCHIKAN POLICE DEPARTMENT	361 MAIN ST	KETCHIKAN	AK	99901	KETCHIKAN	 	AK0010400	3	104	23	0	1	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	2	2016	23	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	 	-88	0	9	 	-88	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	 	-88	-88	0	1	3	 	-88	1	1	1	1	1	1	0	 	-88	0	1	1	1	1	2	2	1	1	4	1	4	1	4	1	4	-88	-8	1	4	1	4	1	4	1	4	-88	-8	1	4	2	 	-88	1	1	1	0	0	0	 	1	1	0	1	0	0	 	-88	0	2	2	4	3	6	3	6	3	1	1	1	0	0	0	1	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	5	0	0	0	0	0	0	0	0	4.6184971098267
629979	KOTZEBUE POLICE DEPARTMENT	PO BOX 46	KOTZEBUE	AK	99752	NORTHWEST ARCTIC BOROUGH	2185	AK0011600	3	104	11	0	1	0	-9	-9	-9	 	-9	-9	-9	-9	-9	1	-9	7	2007	9	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	 	-88	0	9	 	-88	1	1	2	1	1	1	1	1	0	0	1	0	1	0	0	 	-88	-88	0	1	4	 	-88	0	0	1	0	0	0	0	 	-88	0	2	1	2	1	1	1	1	1	4	1	4	-88	-8	-88	-8	-88	-8	1	4	1	4	1	4	1	4	1	4	1	4	2	 	-88	1	0	1	1	0	1	12 hours	0	0	0	0	0	0	 	-88	0	3	2	4	4	4	4	4	4	2	1	1	1	0	0	0	1	0	1	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	7	3	3	0	3	0	0	0	0	4.6184971098267
629986	PETERSBURG POLICE DEPARTMENT	16 SOUTH NORDIC DRIVE	PETERSBURG	AK	99833	PETERSBURG	2195	AK0010700	3	105	10	0	2	0	1	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	1	0	0	0	 	-88	-88	0	0	0	0	0	0	1	0	0	0	0	0	 	-88	-88	-88	0	4	-8	4	4	3	1	0	-9	-9	-9	-9	-9	-9	-9	-9	5.1346153846154
629994	SKAGWAY POLICE DEPARTMENT	PO BOX 518	SKAGWAY	AK	99840	SKAGWAY	2230	AK0011000	3	106	4	0	1	0	2	1	2	 	-88	-88	-88	-88	-88	1	0	3	2015	5	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	 	-88	0	4	 	-88	2	2	2	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	2	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	77	77	77	77	77	1	1	4	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	-8	2	 	-88	-9	-9	-9	-9	-9	-9	 	-9	-9	-9	-9	-9	-9	 	-9	1	4	2	3	3	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	0	0	0	0	0	0	5.2860411899313
629998	UNALASKA DEPARTMENT OF PUBLIC SAFETY	PO BOX 370	UNALASKA	AK	99685	ALEUTIANS WEST	2016	AK0013300	3	104	13	0	2	0	1	1	2	 	1	1	2	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	1	0	0	0	0	0	 	-88	-88	0	1	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	3	-8	2	2	3	1	6	1	1	0	1	0	0	0	0	4.6184971098267
630005	YAKUTAT POLICE DEPARTMENT	PO BOX 110	YAKUTAT	AK	99689	 	 	AK0011500	3	106	4	0	2	0	2	1	2	 	-88	-88	-88	-88	-88	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	0	0	0	0	0	0	 	-88	-88	0	0	0	0	0	0	1	0	0	0	0	0	 	-88	-88	-88	0	77	-8	1	1	3	1	0	0	0	0	0	0	0	0	0	5.2860411899313
630022	ALABAMA DEPARTMENT OF PUBLIC SAFETY	301 S RIPLEY ST	MONTGOMERY	AL	36104	MONTGOMERY	1101	ALAST0000	5	301	755	0	1	0	-9	2	2	 	-88	-88	-88	-88	-88	1	0	3	2015	544	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	 	-88	0	2	 	-88	1	1	77	1	1	1	1	1	1	0	1	0	1	0	0	 	-88	-88	0	1	4	 	-88	1	0	1	0	0	0	0	 	-88	0	2	1	2	2	1	1	1	1	4	1	4	-9	-9	-9	-9	-9	-9	1	4	1	2	1	2	1	-9	-9	-9	-9	-9	2	 	-88	1	1	1	1	1	1	2.5	0	1	0	0	0	0	 	-88	0	3	3	3	3	3	6	77	77	1	1	1	1	1	1	1	1	1	0	0	0	0	 	-88	0	0	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	1	0	0	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	-9	-9	0	0	0	0	0	0	0	1.0000000000023
630030	ALABASTER POLICE DEPARTMENT	201 1ST ST N	ALABASTER	AL	35007	SHELBY	1117	AL0590400	3	103	65	0	2	0	1	1	-9	 	-9	-9	-9	-9	-9	1	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	1	0	0	1	0	 	-88	-88	0	0	0	1	1	0	1	0	0	0	0	0	 	-88	-88	-88	0	2	3	2	1	3	1	10	1	1	0	1	0	0	0	0	4.3705722070844
630037	ANNISTON POLICE DEPARTMENT	PO BOX 2168	ANNISTON	AL	36202	 	1015	AL0110100	3	102	85	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	4	2008	85	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	 	-88	0	9	 	-88	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	 	-88	-88	0	1	7	AS LONG AS ALLOWED BY STORAGE RESTRICTIONS	2	1	1	1	1	1	0	0	 	-88	0	2	1	1	1	2	2	1	1	4	1	4	-88	-8	-88	-8	-88	-8	1	4	1	4	1	2	1	2	1	4	2	-8	2	 	-88	1	1	0	1	1	0	 	0	0	0	0	0	0	 	-88	0	4	4	3	4	3	3	3	2	2	1	1	1	1	1	0	1	0	0	0	0	0	 	-88	0	0	2	1	1	1	1	0	0	0	0	1	CONSIDERED OFFICER WORK PRODUCT	2	0	1	1	1	1	1	1	0	1	0	0	1	1	DEAD BATTERY, HUMAN ERROR	3	0	0	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	48	10	10	5	5	0	0	0	0	4.485549132948
630040	ARGO POLICE DEPARTMENT	100 BLACKJACK RD	TRUSSVILLE	AL	35173	ST. CLAIR / JEFFERSON	 	AL0581200	3	105	6	0	1	0	-9	-9	-9	 	-9	-9	-9	-9	-9	1	-9	9	2014	9	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	-88	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	 	-88	0	9	 	-88	1	1	1	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	1	3	 	-88	1	0	1	1	1	0	0	 	-88	0	1	1	1	1	1	1	1	1	4	-9	-9	-9	-9	-9	-9	-9	-9	1	3	1	3	-9	-9	1	3	-9	-9	-9	-9	2	 	-88	1	0	1	1	0	0	 	0	1	0	0	0	0	 	-88	0	3	3	3	4	4	4	3	4	1	1	0	0	0	0	0	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	1	0	0	0	0	0	0	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	4	0	0	0	4	0	0	0	0	5.1346153846154
630044	ASHLAND POLICE DEPARTMENT	PO BOX 306	ASHLAND	AL	36251	CLAY	1027	AL0170100	3	105	8	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	9	2014	6	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	 	-88	0	7	 	-88	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	 	-88	-88	0	1	4	 	-88	1	1	1	0	0	1	0	 	-88	0	2	1	1	1	1	2	1	1	4	1	4	-88	-8	-88	-8	-88	-8	1	4	1	4	2	-8	2	-8	1	4	-88	-8	2	 	-88	1	1	1	1	0	1	12	0	0	0	1	0	0	 	-88	0	2	3	3	4	4	3	3	77	2	1	1	1	0	0	1	0	1	0	0	0	0	 	-88	0	0	2	2	2	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	1	1	1	0	0	0	0	0	0	0	0	 	-88	-88	-88	0	3	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	0	0	0	0	0	0	0	0	0	5.1346153846154
630050	AUBURN POLICE DIVISION	161 N ROSS ST	AUBURN	AL	36830	LEE	1081	AL0430100	3	101	112	0	1	0	1	1	2	 	1	1	2	2	2	1	1	1	2010	100	1	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	77	-88	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	 	-88	0	77	 	1	1	1	77	1	1	1	1	1	1	1	1	1	1	1	0	 	1	0	0	1	4	 	-88	1	0	1	0	1	0	1	TRAINING	2	0	77	1	2	1	2	2	1	1	4	1	4	1	4	1	4	1	4	1	-9	1	4	1	4	77	-8	1	-9	1	77	77	 	-88	1	0	0	1	0	1	12	0	0	0	0	0	0	 	-88	0	4	3	4	4	4	3	3	77	1	1	1	1	1	1	0	1	0	0	0	0	0	 	-88	0	0	2	2	1	1	0	0	0	0	0	0	 	-88	0	1	1	1	1	1	0	0	0	0	0	1	0	 	-88	-88	-88	0	2	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	13	0	0	0	0	0	0	0	0	1.0868824531516
630055	BAKER HILL POLICE DEPARTMENT	1896 HIGHWAY 131	EUFAULA	AL	36027	BARBOUR	1005	AL0060700	3	106	5	0	1	0	2	1	2	 	-88	-88	-88	-88	-88	1	0	1	2015	6	1	77	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	1	3	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	 	-88	0	1	 	-88	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	1	1	4	-9	-9	-9	-9	-9	-9	-9	-9	1	4	1	4	1	4	-9	-9	-9	-9	-9	-9	2	 	-88	1	0	0	0	0	0	 	0	0	0	0	0	0	 	-88	0	3	3	3	3	3	3	3	3	1	1	0	0	0	0	1	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	0	0	0	0	0	0	0	0	0	5.2860411899313
630057	BARBOUR COUNTY SHERIFF'S OFFICE	24 ROBERTSON AIRPORT RD	CLAYTON	AL	36016	BARBOUR	1005	AL0060000	1	204	14	0	1	0	2	2	2	 	-88	-88	-88	-88	-88	1	0	1	2016	10	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	CAMERA'S WERE DONATED	2	0	77	-88	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	DONATION	2	0	9	 	-88	2	3	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	-8	-8	-8	-8	1	1	2	1	3	-88	-8	-88	-8	-88	-8	1	3	1	3	1	3	-88	-8	2	-8	-88	-8	-9	 	-9	1	1	1	1	1	0	12 HRS.	0	1	0	1	0	0	 	-88	0	77	77	4	3	3	3	6	77	2	0	0	0	0	0	0	1	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	0	0	 	-88	-88	-88	1	77	 	-88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	-8	-8	-8	-8	-8	-8	-8	-8	-8	4.2648401826484
630058	BAY MINETTE POLICE DEPARTMENT	301 DOLIVE ST	BAY MINETTE	AL	36507	BALDWIN	1003	AL0050100	3	104	22	0	1	0	1	2	2	 	-88	-88	-88	-88	-88	1	0	3	2015	20	2	4	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	2	-88	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	 	-88	0	4	 	-88	2	1	2	1	1	1	1	0	0	0	0	1	1	0	0	 	-88	-88	0	1	3	 	-88	0	1	1	1	1	0	0	 	-88	0	2	1	2	2	2	2	1	1	4	1	4	-88	-8	-88	-8	-88	-8	-88	-8	-88	-8	2	-8	-88	-8	-88	-8	-88	-8	2	 	-88	1	0	0	0	0	1	12	0	0	0	0	0	0	 	-88	0	2	3	3	3	3	3	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	 	-88	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	-8	-8	0	0	0	0	0	0	0	0	0	0	1	0	 	-88	-88	-88	0	-9	 	-9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	0	0	0	0	0	0	0	0	4.6184971098267
